Serial,Potential(V),Current (uA),pH,Temperature,GLUCOSE
11667,0.170732,337.0084376,8.5,45,0.05mM
11668,0.18074,335.5621097,8.5,45,0.05mM
11669,0.190748,334.8136017,8.5,45,0.05mM
11670,0.200756,334.5667974,8.5,45,0.05mM
11671,0.210763,334.407112,8.5,45,0.05mM
11672,0.220771,334.2090772,8.5,45,0.05mM
11673,0.230779,332.2902756,8.5,45,0.05mM
11674,0.240787,329.1566566,8.5,45,0.05mM
11675,0.250794,326.6758785,8.5,45,0.05mM
11676,0.260802,322.536499,8.5,45,0.05mM
11677,0.27081,321.8257877,8.5,45,0.05mM
11678,0.280818,318.8492666,8.5,45,0.05mM
11679,0.290826,318.008254,8.5,45,0.05mM
11680,0.300833,316.206282,8.5,45,0.05mM
11681,0.310841,313.3771632,8.5,45,0.05mM
11682,0.320849,310.033183,8.5,45,0.05mM
11683,0.330857,305.7297475,8.5,45,0.05mM
11684,0.340864,301.3236884,8.5,45,0.05mM
11685,0.350872,296.6842709,8.5,45,0.05mM
11686,0.36088,291.1329568,8.5,45,0.05mM
11687,0.370888,287.4407203,8.5,45,0.05mM
11688,0.380896,285.099117,8.5,45,0.05mM
11689,0.390903,281.4199791,8.5,45,0.05mM
11690,0.400911,276.5359098,8.5,45,0.05mM
11691,0.410919,270.0079013,8.5,45,0.05mM
11692,0.420927,261.5342151,8.5,45,0.05mM
11693,0.430934,252.155599,8.5,45,0.05mM
11694,0.440942,241.905871,8.5,45,0.05mM
11695,0.45095,230.5049163,8.5,45,0.05mM
11696,0.460958,218.5789552,8.5,45,0.05mM
11697,0.470966,205.6290918,8.5,45,0.05mM
11698,0.480973,191.9948371,8.5,45,0.05mM
11699,0.490981,177.5448555,8.5,45,0.05mM
11700,0.500989,163.1028483,8.5,45,0.05mM
11701,0.510997,149.012563,8.5,45,0.05mM
11702,0.521004,134.2737725,8.5,45,0.05mM
11703,0.531012,123.0137712,8.5,45,0.05mM
11704,0.54102,115.5919982,8.5,45,0.05mM
11705,0.551028,108.7219286,8.5,45,0.05mM
11706,0.561036,102.5146627,8.5,45,0.05mM
11707,0.571043,96.91427402,8.5,45,0.05mM
11708,0.581051,92.00196949,8.5,45,0.05mM
11709,0.591059,87.770039,8.5,45,0.05mM
11710,0.601067,84.20379641,8.5,45,0.05mM
11711,0.611074,81.3069786,8.5,45,0.05mM
11712,0.621082,79.02578585,8.5,45,0.05mM
11713,0.63109,77.3533549,8.5,45,0.05mM
11714,0.641098,76.18383334,8.5,45,0.05mM
11715,0.651106,75.30679354,8.5,45,0.05mM
11716,0.661113,74.69407827,8.5,45,0.05mM
11717,0.671121,74.3027753,8.5,45,0.05mM
11718,0.681129,73.89550972,8.5,45,0.05mM
11719,0.691137,73.56334583,8.5,45,0.05mM
11720,0.701144,73.38405409,8.5,45,0.05mM
11721,0.711152,73.31646424,8.5,45,0.05mM
11722,0.72116,73.31447463,8.5,45,0.05mM
11723,0.731168,73.27299209,8.5,45,0.05mM
11724,0.741176,73.22247231,8.5,45,0.05mM
11725,0.751183,73.26503671,8.5,45,0.05mM
11726,0.761191,73.37800703,8.5,45,0.05mM
11727,0.771199,73.54517351,8.5,45,0.05mM
11728,0.781207,73.73544007,8.5,45,0.05mM
11729,0.791214,73.93172096,8.5,45,0.05mM
11730,0.801222,74.1315,8.5,45,0.05mM
11731,-0.599966,2.2751,4.5,35,0.01mM
11732,-0.589958,1.70636,4.5,35,0.01mM
11733,-0.57995,0.947969,4.5,35,0.01mM
11734,-0.569943,0.663625,4.5,35,0.01mM
11735,-0.559935,-0.189582,4.5,35,0.01mM
11736,-0.549927,24.4577,4.5,35,0.01mM
11737,-0.539919,51.6645,4.5,35,0.01mM
11738,-0.529911,80.9569,4.5,35,0.01mM
11739,-0.519904,109.206,4.5,35,0.01mM
11740,-0.509896,136.413,4.5,35,0.01mM
11741,-0.499888,164.662,4.5,35,0.01mM
11742,-0.48988,193.291,4.5,35,0.01mM
11743,-0.479872,221.73,4.5,35,0.01mM
11744,-0.469865,249.885,4.5,35,0.01mM
11745,-0.459857,276.997,4.5,35,0.01mM
11746,-0.449849,303.446,4.5,35,0.01mM
11747,-0.439841,328.946,4.5,35,0.01mM
11748,-0.429834,353.783,4.5,35,0.01mM
11749,-0.419826,378.335,4.5,35,0.01mM
11750,-0.409818,400.423,4.5,35,0.01mM
11751,-0.39981,425.07,4.5,35,0.01mM
11752,-0.389802,433.223,4.5,35,0.01mM
11753,-0.379795,431.138,4.5,35,0.01mM
11754,-0.369787,428.388,4.5,35,0.01mM
11755,-0.359779,425.924,4.5,35,0.01mM
11756,-0.349771,425.07,4.5,35,0.01mM
11757,-0.339764,422.795,4.5,35,0.01mM
11758,-0.329756,420.615,4.5,35,0.01mM
11759,-0.319748,417.866,4.5,35,0.01mM
11760,-0.30974,414.927,4.5,35,0.01mM
11761,-0.299732,412.178,4.5,35,0.01mM
11762,-0.289725,409.998,4.5,35,0.01mM
11763,-0.279717,407.817,4.5,35,0.01mM
11764,-0.269709,404.784,4.5,35,0.01mM
11765,-0.259701,402.414,4.5,35,0.01mM
11766,-0.249694,399.76,4.5,35,0.01mM
11767,-0.239686,397.484,4.5,35,0.01mM
11768,-0.229678,395.589,4.5,35,0.01mM
11769,-0.21967,393.503,4.5,35,0.01mM
11770,-0.209662,391.607,4.5,35,0.01mM
11771,-0.199655,390.185,4.5,35,0.01mM
11772,-0.189647,389.522,4.5,35,0.01mM
11773,-0.179639,388.858,4.5,35,0.01mM
11774,-0.169631,388.289,4.5,35,0.01mM
11775,-0.159624,388.384,4.5,35,0.01mM
11776,-0.149616,388.763,4.5,35,0.01mM
11777,-0.139608,389.616,4.5,35,0.01mM
11778,-0.129601,390.943,4.5,35,0.01mM
11779,-0.119593,393.124,4.5,35,0.01mM
11780,-0.109585,395.873,4.5,35,0.01mM
11781,-0.0995774,399.949,4.5,35,0.01mM
11782,-0.0895696,404.784,4.5,35,0.01mM
11783,-0.0795618,411.041,4.5,35,0.01mM
11784,-0.0695541,416.16,4.5,35,0.01mM
11785,-0.0595463,418.245,4.5,35,0.01mM
11786,-0.0495385,421.753,4.5,35,0.01mM
11787,-0.0395307,426.492,4.5,35,0.01mM
11788,-0.0295229,431.706,4.5,35,0.01mM
11789,-0.0195152,437.015,4.5,35,0.01mM
11790,-0.00950739,441.565,4.5,35,0.01mM
11791,0.000500388,447.253,4.5,35,0.01mM
11792,0.0105082,451.803,4.5,35,0.01mM
11793,0.0205159,454.742,4.5,35,0.01mM
11794,0.0305237,457.396,4.5,35,0.01mM
11795,0.0405315,459.387,4.5,35,0.01mM
11796,0.0505393,459.577,4.5,35,0.01mM
11797,0.0605471,459.482,4.5,35,0.01mM
11798,0.0705548,460.43,4.5,35,0.01mM
11799,0.0805626,459.292,4.5,35,0.01mM
11800,0.0905704,457.776,4.5,35,0.01mM
11801,0.100578,456.259,4.5,35,0.01mM
11802,0.110586,455.5,4.5,35,0.01mM
11803,0.120594,454.173,4.5,35,0.01mM
11804,0.130602,452.467,4.5,35,0.01mM
11805,0.140609,449.813,4.5,35,0.01mM
11806,0.150617,447.727,4.5,35,0.01mM
11807,0.160624,445.073,4.5,35,0.01mM
11808,0.170632,441.281,4.5,35,0.01mM
11809,0.18064,419.667,4.5,35,0.01mM
11810,0.190648,403.552,4.5,35,0.01mM
11811,0.200655,386.014,4.5,35,0.01mM
11812,0.210663,367.055,4.5,35,0.01mM
11813,0.220671,350.275,4.5,35,0.01mM
11814,0.230679,332.074,4.5,35,0.01mM
11815,0.240687,314.158,4.5,35,0.01mM
11816,0.250694,299.085,4.5,35,0.01mM
11817,0.260702,278.419,4.5,35,0.01mM
11818,0.27071,263.252,4.5,35,0.01mM
11819,0.280718,245.809,4.5,35,0.01mM
11820,0.290725,226.091,4.5,35,0.01mM
11821,0.300733,208.459,4.5,35,0.01mM
11822,0.310741,191.3,4.5,35,0.01mM
11823,0.320749,174.521,4.5,35,0.01mM
11824,0.330757,157.363,4.5,35,0.01mM
11825,0.340764,139.731,4.5,35,0.01mM
11826,0.350772,122.383,4.5,35,0.01mM
11827,0.36078,105.035,4.5,35,0.01mM
11828,0.370788,88.0667,4.5,35,0.01mM
11829,0.380795,70.7187,4.5,35,0.01mM
11830,0.390803,53.3709,4.5,35,0.01mM
11831,0.400811,36.023,4.5,35,0.01mM
11832,0.410819,19.2439,4.5,35,0.01mM
11833,0.420827,2.18028,4.5,35,0.01mM
11834,0.430834,-1.42195,4.5,35,0.01mM
11835,0.440842,-0.284402,4.5,35,0.01mM
11836,0.45085,-0.189582,4.5,35,0.01mM
11837,0.460858,-0.473984,4.5,35,0.01mM
11838,0.470866,-0.758387,4.5,35,0.01mM
11839,0.480873,-0.568805,4.5,35,0.01mM
11840,0.490881,-0.568747,4.5,35,0.01mM
11841,0.500889,-0.521366,4.5,35,0.01mM
11842,0.510897,-0.568747,4.5,35,0.01mM
11843,0.520904,-0.379164,4.5,35,0.01mM
11844,0.530912,-0.189582,4.5,35,0.01mM
11845,0.54092,-0.379164,4.5,35,0.01mM
11846,0.550928,-0.284402,4.5,35,0.01mM
11847,0.560936,-0.568747,4.5,35,0.01mM
11848,0.570943,0.18964,4.5,35,0.01mM
11849,0.580951,-0.189582,4.5,35,0.01mM
11850,0.590959,0,4.5,35,0.01mM
11851,0.600967,-0.189582,4.5,35,0.01mM
11852,-0.599966,1.32713,4.5,25,0.01mM
11853,-0.589958,1.42195,4.5,25,0.01mM
11854,-0.57995,0.379222,4.5,25,0.01mM
11855,-0.569943,0.473984,4.5,25,0.01mM
11856,-0.559935,25.6901,4.5,25,0.01mM
11857,-0.549927,49.0102,4.5,25,0.01mM
11858,-0.539919,74.9847,4.5,25,0.01mM
11859,-0.529911,101.433,4.5,25,0.01mM
11860,-0.519904,126.649,4.5,25,0.01mM
11861,-0.509896,151.865,4.5,25,0.01mM
11862,-0.499888,177.744,4.5,25,0.01mM
11863,-0.48988,203.814,4.5,25,0.01mM
11864,-0.479872,229.883,4.5,25,0.01mM
11865,-0.469865,255.857,4.5,25,0.01mM
11866,-0.459857,281.642,4.5,25,0.01mM
11867,-0.449849,307.332,4.5,25,0.01mM
11868,-0.439841,332.548,4.5,25,0.01mM
11869,-0.429834,356.532,4.5,25,0.01mM
11870,-0.419826,380.99,4.5,25,0.01mM
11871,-0.409818,404.689,4.5,25,0.01mM
11872,-0.39981,403.836,4.5,25,0.01mM
11873,-0.389802,401.845,4.5,25,0.01mM
11874,-0.379795,399.949,4.5,25,0.01mM
11875,-0.369787,397.295,4.5,25,0.01mM
11876,-0.359779,395.209,4.5,25,0.01mM
11877,-0.349771,392.839,4.5,25,0.01mM
11878,-0.339764,390.943,4.5,25,0.01mM
11879,-0.329756,389.048,4.5,25,0.01mM
11880,-0.319748,388.194,4.5,25,0.01mM
11881,-0.30974,385.919,4.5,25,0.01mM
11882,-0.299732,383.834,4.5,25,0.01mM
11883,-0.289725,382.507,4.5,25,0.01mM
11884,-0.279717,380.516,4.5,25,0.01mM
11885,-0.269709,378.525,4.5,25,0.01mM
11886,-0.259701,376.06,4.5,25,0.01mM
11887,-0.249694,374.449,4.5,25,0.01mM
11888,-0.239686,372.174,4.5,25,0.01mM
11889,-0.229678,370.183,4.5,25,0.01mM
11890,-0.21967,368.477,4.5,25,0.01mM
11891,-0.209662,366.581,4.5,25,0.01mM
11892,-0.199655,365.633,4.5,25,0.01mM
11893,-0.189647,364.211,4.5,25,0.01mM
11894,-0.179639,363.547,4.5,25,0.01mM
11895,-0.169631,362.883,4.5,25,0.01mM
11896,-0.159624,362.599,4.5,25,0.01mM
11897,-0.149616,362.789,4.5,25,0.01mM
11898,-0.139608,363.263,4.5,25,0.01mM
11899,-0.129601,362.504,4.5,25,0.01mM
11900,-0.119593,363.452,4.5,25,0.01mM
11901,-0.109585,365.727,4.5,25,0.01mM
11902,-0.0995774,368.761,4.5,25,0.01mM
11903,-0.0895696,372.079,4.5,25,0.01mM
11904,-0.0795618,376.25,4.5,25,0.01mM
11905,-0.0695541,380.705,4.5,25,0.01mM
11906,-0.0595463,385.161,4.5,25,0.01mM
11907,-0.0495385,389.901,4.5,25,0.01mM
11908,-0.0395307,394.167,4.5,25,0.01mM
11909,-0.0295229,399.096,4.5,25,0.01mM
11910,-0.0195152,403.172,4.5,25,0.01mM
11911,-0.00950739,407.438,4.5,25,0.01mM
11912,0.000500388,411.514,4.5,25,0.01mM
11913,0.0105082,415.875,4.5,25,0.01mM
11914,0.0205159,419.383,4.5,25,0.01mM
11915,0.0305237,423.08,4.5,25,0.01mM
11916,0.0405315,424.502,4.5,25,0.01mM
11917,0.0505393,425.544,4.5,25,0.01mM
11918,0.0605471,426.777,4.5,25,0.01mM
11919,0.0705548,427.725,4.5,25,0.01mM
11920,0.0805626,427.061,4.5,25,0.01mM
11921,0.0905704,427.251,4.5,25,0.01mM
11922,0.100578,425.544,4.5,25,0.01mM
11923,0.110586,423.649,4.5,25,0.01mM
11924,0.120594,421.753,4.5,25,0.01mM
11925,0.130602,419.288,4.5,25,0.01mM
11926,0.140609,416.728,4.5,25,0.01mM
11927,0.150617,414.927,4.5,25,0.01mM
11928,0.160624,412.936,4.5,25,0.01mM
11929,0.170632,408.86,4.5,25,0.01mM
11930,0.18064,406.016,4.5,25,0.01mM
11931,0.190648,403.741,4.5,25,0.01mM
11932,0.200655,400.802,4.5,25,0.01mM
11933,0.210663,387.341,4.5,25,0.01mM
11934,0.220671,371.32,4.5,25,0.01mM
11935,0.230679,355.11,4.5,25,0.01mM
11936,0.240687,335.582,4.5,25,0.01mM
11937,0.250694,319.087,4.5,25,0.01mM
11938,0.260702,300.886,4.5,25,0.01mM
11939,0.27071,281.358,4.5,25,0.01mM
11940,0.280718,264.958,4.5,25,0.01mM
11941,0.290725,250.359,4.5,25,0.01mM
11942,0.300733,233.959,4.5,25,0.01mM
11943,0.310741,216.327,4.5,25,0.01mM
11944,0.320749,199.453,4.5,25,0.01mM
11945,0.330757,183.622,4.5,25,0.01mM
11946,0.340764,166.558,4.5,25,0.01mM
11947,0.350772,150.727,4.5,25,0.01mM
11948,0.36078,134.517,4.5,25,0.01mM
11949,0.370788,117.359,4.5,25,0.01mM
11950,0.380795,103.139,4.5,25,0.01mM
11951,0.390803,87.1187,4.5,25,0.01mM
11952,0.400811,71.1927,4.5,25,0.01mM
11953,0.410819,55.172,4.5,25,0.01mM
11954,0.420827,39.246,4.5,25,0.01mM
11955,0.430834,17.0635,4.5,25,0.01mM
11956,0.440842,3.69712,4.5,25,0.01mM
11957,0.45085,-1.42195,4.5,25,0.01mM
11958,0.460858,-1.13755,4.5,25,0.01mM
11959,0.470866,-0.97166,4.5,25,0.01mM
11960,0.480873,-0.568747,4.5,25,0.01mM
11961,0.490881,-0.758387,4.5,25,0.01mM
11962,0.500889,-0.284402,4.5,25,0.01mM
11963,0.510897,-0.473984,4.5,25,0.01mM
11964,0.520904,-0.0948203,4.5,25,0.01mM
11965,0.530912,-0.568747,4.5,25,0.01mM
11966,0.54092,-0.189582,4.5,25,0.01mM
11967,0.550928,-0.568747,4.5,25,0.01mM
11968,0.560936,-0.284402,4.5,25,0.01mM
11969,0.570943,0,4.5,25,0.01mM
11970,0.580951,0.189582,4.5,25,0.01mM
11971,0.590959,-0.18964,4.5,25,0.01mM
11972,0.600967,-0.189582,4.5,25,0.01mM
11973,-0.599966,0.473984,4.5,45,0.01mM
11974,-0.589958,0.947969,4.5,45,0.01mM
11975,-0.57995,10.8069,4.5,45,0.01mM
11976,-0.569943,38.5825,4.5,45,0.01mM
11977,-0.559935,64.4622,4.5,45,0.01mM
11978,-0.549927,87.9718,4.5,45,0.01mM
11979,-0.539919,107.5,4.5,45,0.01mM
11980,-0.529911,131.768,4.5,45,0.01mM
11981,-0.519904,156.225,4.5,45,0.01mM
11982,-0.509896,177.839,4.5,45,0.01mM
11983,-0.499888,200.875,4.5,45,0.01mM
11984,-0.48988,224.005,4.5,45,0.01mM
11985,-0.479872,249.127,4.5,45,0.01mM
11986,-0.469865,274.248,4.5,45,0.01mM
11987,-0.459857,298.137,4.5,45,0.01mM
11988,-0.449849,321.552,4.5,45,0.01mM
11989,-0.439841,345.156,4.5,45,0.01mM
11990,-0.429834,367.623,4.5,45,0.01mM
11991,-0.419826,385.256,4.5,45,0.01mM
11992,-0.409818,384.497,4.5,45,0.01mM
11993,-0.39981,383.928,4.5,45,0.01mM
11994,-0.389802,381.464,4.5,45,0.01mM
11995,-0.379795,380.421,4.5,45,0.01mM
11996,-0.369787,377.293,4.5,45,0.01mM
11997,-0.359779,375.966,4.5,45,0.01mM
11998,-0.349771,373.975,4.5,45,0.01mM
11999,-0.339764,372.458,4.5,45,0.01mM
12000,-0.329756,370.657,4.5,45,0.01mM
12001,-0.319748,368.666,4.5,45,0.01mM
12002,-0.30974,367.244,4.5,45,0.01mM
12003,-0.299732,365.064,4.5,45,0.01mM
12004,-0.289725,363.263,4.5,45,0.01mM
12005,-0.279717,361.082,4.5,45,0.01mM
12006,-0.269709,359.66,4.5,45,0.01mM
12007,-0.259701,357.67,4.5,45,0.01mM
12008,-0.249694,355.868,4.5,45,0.01mM
12009,-0.239686,353.973,4.5,45,0.01mM
12010,-0.229678,352.645,4.5,45,0.01mM
12011,-0.21967,351.034,4.5,45,0.01mM
12012,-0.209662,349.707,4.5,45,0.01mM
12013,-0.199655,347.811,4.5,45,0.01mM
12014,-0.189647,346.199,4.5,45,0.01mM
12015,-0.179639,346.01,4.5,45,0.01mM
12016,-0.169631,345.915,4.5,45,0.01mM
12017,-0.159624,345.82,4.5,45,0.01mM
12018,-0.149616,346.01,4.5,45,0.01mM
12019,-0.139608,346.389,4.5,45,0.01mM
12020,-0.129601,347.716,4.5,45,0.01mM
12021,-0.119593,348.948,4.5,45,0.01mM
12022,-0.109585,350.749,4.5,45,0.01mM
12023,-0.0995774,353.309,4.5,45,0.01mM
12024,-0.0895696,356.342,4.5,45,0.01mM
12025,-0.0795618,359.85,4.5,45,0.01mM
12026,-0.0695541,363.737,4.5,45,0.01mM
12027,-0.0595463,367.623,4.5,45,0.01mM
12028,-0.0495385,372.553,4.5,45,0.01mM
12029,-0.0395307,376.534,4.5,45,0.01mM
12030,-0.0295229,380.231,4.5,45,0.01mM
12031,-0.0195152,383.455,4.5,45,0.01mM
12032,-0.00950739,386.867,4.5,45,0.01mM
12033,0.000500388,390.469,4.5,45,0.01mM
12034,0.0105082,394.546,4.5,45,0.01mM
12035,0.0205159,397.105,4.5,45,0.01mM
12036,0.0305237,400.234,4.5,45,0.01mM
12037,0.0405315,402.414,4.5,45,0.01mM
12038,0.0505393,404.12,4.5,45,0.01mM
12039,0.0605471,404.594,4.5,45,0.01mM
12040,0.0705548,406.585,4.5,45,0.01mM
12041,0.0805626,406.775,4.5,45,0.01mM
12042,0.0905704,406.964,4.5,45,0.01mM
12043,0.100578,406.301,4.5,45,0.01mM
12044,0.110586,405.163,4.5,45,0.01mM
12045,0.120594,403.457,4.5,45,0.01mM
12046,0.130602,401.656,4.5,45,0.01mM
12047,0.140609,395.115,4.5,45,0.01mM
12048,0.150617,393.124,4.5,45,0.01mM
12049,0.160624,391.702,4.5,45,0.01mM
12050,0.170632,389.806,4.5,45,0.01mM
12051,0.18064,387.72,4.5,45,0.01mM
12052,0.190648,387.057,4.5,45,0.01mM
12053,0.200655,384.592,4.5,45,0.01mM
12054,0.210663,383.075,4.5,45,0.01mM
12055,0.220671,381.653,4.5,45,0.01mM
12056,0.230679,368.382,4.5,45,0.01mM
12057,0.240687,350.181,4.5,45,0.01mM
12058,0.250694,332.454,4.5,45,0.01mM
12059,0.260702,315.485,4.5,45,0.01mM
12060,0.27071,299.843,4.5,45,0.01mM
12061,0.280718,283.254,4.5,45,0.01mM
12062,0.290725,267.043,4.5,45,0.01mM
12063,0.300733,250.359,4.5,45,0.01mM
12064,0.310741,234.433,4.5,45,0.01mM
12065,0.320749,218.223,4.5,45,0.01mM
12066,0.330757,202.392,4.5,45,0.01mM
12067,0.340764,187.603,4.5,45,0.01mM
12068,0.350772,171.772,4.5,45,0.01mM
12069,0.36078,156.699,4.5,45,0.01mM
12070,0.370788,141.721,4.5,45,0.01mM
12071,0.380795,125.986,4.5,45,0.01mM
12072,0.390803,110.723,4.5,45,0.01mM
12073,0.400811,95.5557,4.5,45,0.01mM
12074,0.410819,79.8193,4.5,45,0.01mM
12075,0.420827,64.5569,4.5,45,0.01mM
12076,0.430834,49.4842,4.5,45,0.01mM
12077,0.440842,34.2219,4.5,45,0.01mM
12078,0.45085,15.0728,4.5,45,0.01mM
12079,0.460858,0.473984,4.5,45,0.01mM
12080,0.470866,-1.61154,4.5,45,0.01mM
12081,0.480873,-0.284402,4.5,45,0.01mM
12082,0.490881,-0.758387,4.5,45,0.01mM
12083,0.500889,-0.0947621,4.5,45,0.01mM
12084,0.510897,-0.853149,4.5,45,0.01mM
12085,0.520904,-1.13755,4.5,45,0.01mM
12086,0.530912,-0.663567,4.5,45,0.01mM
12087,0.54092,-0.473984,4.5,45,0.01mM
12088,0.550928,-0.473984,4.5,45,0.01mM
12089,0.560936,-0.284402,4.5,45,0.01mM
12090,0.570943,0,4.5,45,0.01mM
12091,0.580951,0.0948203,4.5,45,0.01mM
12092,0.590959,0.0948203,4.5,45,0.01mM
12093,0.600967,-0.284402,4.5,45,0.01mM
12094,-0.599966,0.189596,5.5,35,0.01mM
12095,-0.589958,0.189596,5.5,35,0.01mM
12096,-0.57995,0.0947912,5.5,35,0.01mM
12097,-0.569943,0.189596,5.5,35,0.01mM
12098,-0.559935,0.284388,5.5,35,0.01mM
12099,-0.549927,0,5.5,35,0.01mM
12100,-0.539919,0.189596,5.5,35,0.01mM
12101,-0.529911,-0.189596,5.5,35,0.01mM
12102,-0.519904,0.189596,5.5,35,0.01mM
12103,-0.509896,0.0947912,5.5,35,0.01mM
12104,-0.499888,0.189582,5.5,35,0.01mM
12105,-0.48988,0.189596,5.5,35,0.01mM
12106,-0.479872,0,5.5,35,0.01mM
12107,-0.469865,0.0947912,5.5,35,0.01mM
12108,-0.459857,0,5.5,35,0.01mM
12109,-0.449849,0.189596,5.5,35,0.01mM
12110,-0.439841,0.0948057,5.5,35,0.01mM
12111,-0.429834,0.0947912,5.5,35,0.01mM
12112,-0.419826,-0.284388,5.5,35,0.01mM
12113,-0.409818,0.284388,5.5,35,0.01mM
12114,-0.39981,-0.189596,5.5,35,0.01mM
12115,-0.389802,0,5.5,35,0.01mM
12116,-0.379795,0,5.5,35,0.01mM
12117,-0.369787,0,5.5,35,0.01mM
12118,-0.359779,-0.0948057,5.5,35,0.01mM
12119,-0.349771,-0.0948057,5.5,35,0.01mM
12120,-0.339764,-0.189582,5.5,35,0.01mM
12121,-0.329756,0.0948057,5.5,35,0.01mM
12122,-0.319748,-0.0947912,5.5,35,0.01mM
12123,-0.30974,-0.284402,5.5,35,0.01mM
12124,-0.299732,37.6345,5.5,35,0.01mM
12125,-0.289725,93.2805,5.5,35,0.01mM
12126,-0.279717,144.471,5.5,35,0.01mM
12127,-0.269709,192.438,5.5,35,0.01mM
12128,-0.259701,237.857,5.5,35,0.01mM
12129,-0.249694,281.559,5.5,35,0.01mM
12130,-0.239686,324.548,5.5,35,0.01mM
12131,-0.229678,341.533,5.5,35,0.01mM
12132,-0.21967,348.476,5.5,35,0.01mM
12133,-0.209662,353.107,5.5,35,0.01mM
12134,-0.199655,357.137,5.5,35,0.01mM
12135,-0.189647,361.262,5.5,35,0.01mM
12136,-0.179639,364.399,5.5,35,0.01mM
12137,-0.169631,367.903,5.5,35,0.01mM
12138,-0.159624,370.637,5.5,35,0.01mM
12139,-0.149616,374.123,5.5,35,0.01mM
12140,-0.139608,376.997,5.5,35,0.01mM
12141,-0.129601,377.035,5.5,35,0.01mM
12142,-0.119593,352.158,5.5,35,0.01mM
12143,-0.109585,336.78,5.5,35,0.01mM
12144,-0.0995774,314.938,5.5,35,0.01mM
12145,-0.0895696,292.354,5.5,35,0.01mM
12146,-0.0795618,274.598,5.5,35,0.01mM
12147,-0.0695541,261.859,5.5,35,0.01mM
12148,-0.0595463,252.042,5.5,35,0.01mM
12149,-0.0495385,243.878,5.5,35,0.01mM
12150,-0.0395307,235.602,5.5,35,0.01mM
12151,-0.0295229,226.114,5.5,35,0.01mM
12152,-0.0195152,215.15,5.5,35,0.01mM
12153,-0.00950739,201.444,5.5,35,0.01mM
12154,0.000500388,185.051,5.5,35,0.01mM
12155,0.0105082,165.416,5.5,35,0.01mM
12156,0.0205159,143.443,5.5,35,0.01mM
12157,0.0305237,117.139,5.5,35,0.01mM
12158,0.0405315,86.8231,5.5,35,0.01mM
12159,0.0505393,52.6463,5.5,35,0.01mM
12160,0.0605471,13.6407,5.5,35,0.01mM
12161,0.0705548,-0.488507,5.5,35,0.01mM
12162,0.0805626,-0.0939472,5.5,35,0.01mM
12163,0.0905704,-0.169093,5.5,35,0.01mM
12164,0.100578,-0.037573,5.5,35,0.01mM
12165,0.110586,-0.122134,5.5,35,0.01mM
12166,0.120594,-0.0563596,5.5,35,0.01mM
12167,0.130602,0.14092,5.5,35,0.01mM
12168,0.140609,-0.0469736,5.5,35,0.01mM
12169,0.150617,-0.225452,5.5,35,0.01mM
12170,0.160624,-0.0845466,5.5,35,0.01mM
12171,0.170632,-0.0469736,5.5,35,0.01mM
12172,0.18064,-0.037573,5.5,35,0.01mM
12173,0.190648,-0.00940054,5.5,35,0.01mM
12174,0.200655,0.0188011,5.5,35,0.01mM
12175,0.210663,-0.0516666,5.5,35,0.01mM
12176,0.220671,-0.0845466,5.5,35,0.01mM
12177,0.230679,-0.0481432,5.5,35,0.01mM
12178,0.240687,-0.0281871,5.5,35,0.01mM
12179,0.250694,-0.0281725,5.5,35,0.01mM
12180,0.260702,-0.0305299,5.5,35,0.01mM
12181,0.27071,-0.037573,5.5,35,0.01mM
12182,0.280718,-0.0281871,5.5,35,0.01mM
12183,0.290725,0,5.5,35,0.01mM
12184,0.300733,-0.0563596,5.5,35,0.01mM
12185,0.310741,-0.0281871,5.5,35,0.01mM
12186,0.320749,-0.00940054,5.5,35,0.01mM
12187,0.330757,-0.0375876,5.5,35,0.01mM
12188,0.340764,-0.0469736,5.5,35,0.01mM
12189,0.350772,-0.037573,5.5,35,0.01mM
12190,0.36078,-0.0281871,5.5,35,0.01mM
12191,0.370788,-0.0469736,5.5,35,0.01mM
12192,0.380795,-0.0375876,5.5,35,0.01mM
12193,0.390803,-0.0281871,5.5,35,0.01mM
12194,0.400811,-0.0187865,5.5,35,0.01mM
12195,0.410819,-0.0187865,5.5,35,0.01mM
12196,0.420827,-0.0188011,5.5,35,0.01mM
12197,0.430834,-0.0281725,5.5,35,0.01mM
12198,0.440842,-0.037573,5.5,35,0.01mM
12199,0.45085,-0.0187865,5.5,35,0.01mM
12200,0.460858,-0.0281871,5.5,35,0.01mM
12201,0.470866,-0.0281871,5.5,35,0.01mM
12202,0.480873,-0.0211403,5.5,35,0.01mM
12203,0.490881,-0.00940054,5.5,35,0.01mM
12204,0.500889,-0.0187865,5.5,35,0.01mM
12205,0.510897,-0.0281725,5.5,35,0.01mM
12206,0.520904,-0.0281871,5.5,35,0.01mM
12207,0.530912,-0.0187865,5.5,35,0.01mM
12208,0.54092,-0.0187865,5.5,35,0.01mM
12209,0.550928,0.00938599,5.5,35,0.01mM
12210,0.560936,0,5.5,35,0.01mM
12211,0.570943,-0.037573,5.5,35,0.01mM
12212,0.580951,-0.0187865,5.5,35,0.01mM
12213,0.590959,-0.037573,5.5,35,0.01mM
12214,0.600967,-0.0281871,5.5,35,0.01mM
12215,-0.599966,0.473984,5.5,25,0.01mM
12216,-0.589958,0.284388,5.5,25,0.01mM
12217,-0.57995,0.189596,5.5,25,0.01mM
